,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
27 Aug 2020,13.3531,8.5851,14.2038,0.3523,0.0284,111.2281,0.0000,0.6060,3.0549
28 Aug 2020,13.3782,8.6068,14.1991,0.3522,0.0285,111.1763,0.0000,0.6074,3.0644
1 Sep 2020,13.3162,8.5308,14.0975,0.3495,0.0284,110.3794,0.0000,0.6065,3.0488
2 Sep 2020,13.2491,8.5194,14.1024,0.3490,0.0281,110.4505,0.0000,0.6069,3.0414
3 Sep 2020,13.2005,8.5223,14.1085,0.3483,0.0280,110.4031,0.0000,0.6059,3.0370
4 Sep 2020,13.1902,8.5382,14.1357,0.3489,0.0281,110.5660,0.0000,0.6064,3.0403
7 Sep 2020,13.2029,8.5341,14.1499,0.3495,0.0281,110.6697,0.0000,0.6076,3.0386
8 Sep 2020,13.2485,8.5661,14.2252,0.3502,0.0282,111.0193,0.0000,0.6092,3.0425
9 Sep 2020,13.2781,8.5708,14.2122,0.3509,0.0282,111.1259,0.0000,0.6086,3.0408
10 Sep 2020,13.2802,8.5664,14.2028,0.3504,0.0280,110.9630,0.0000,0.6085,3.0411
11 Sep 2020,13.2525,8.5467,14.1779,0.3498,0.0278,110.6934,0.0000,0.6074,3.0384
14 Sep 2020,13.2184,8.5343,14.1490,0.3500,0.0278,110.3676,0.0000,0.6066,3.0296
15 Sep 2020,13.2308,8.5236,14.1234,0.3500,0.0278,110.0507,0.0000,0.6092,3.0331
17 Sep 2020,13.2681,8.5334,14.1868,0.3528,0.0279,110.2906,0.0000,0.6110,3.0424
18 Sep 2020,13.2646,8.5089,14.2030,0.3549,0.0280,109.8169,0.0000,0.6096,3.0379
21 Sep 2020,13.1871,8.4974,14.1907,0.3540,0.0280,109.7603,0.0000,0.6076,3.0308
22 Sep 2020,13.1708,8.5269,14.2350,0.3553,0.0279,110.1928,0.0000,0.6089,3.0305
23 Sep 2020,13.1788,8.5549,14.2563,0.3571,0.0279,110.6372,0.0000,0.6113,3.0383
24 Sep 2020,13.1762,8.5753,14.1990,0.3548,0.0279,111.0371,0.0000,0.6101,3.0282
25 Sep 2020,13.2055,8.5947,14.2427,0.3552,0.0280,111.0400,0.0000,0.6107,3.0289
28 Sep 2020,13.1516,8.6006,14.3348,0.3557,0.0279,111.2563,0.0000,0.6120,3.0327
29 Sep 2020,13.1333,8.5750,14.3054,0.3557,0.0278,110.8534,0.0000,0.6098,3.0333
30 Sep 2020,13.1092,8.5594,14.3335,0.3548,0.0278,110.7171,0.0000,0.6094,3.0312
1 Oct 2020,13.1151,8.5576,14.3599,0.3562,0.0279,110.5601,0.0000,0.6106,3.0403
2 Oct 2020,13.1562,8.5791,14.3775,0.3574,0.0279,110.9067,0.0000,0.6125,3.0476
5 Oct 2020,13.2062,8.5850,14.4341,0.3581,0.0281,110.8001,0.0000,0.6119,3.0521
6 Oct 2020,13.3098,8.5703,14.4387,0.3575,0.0281,110.7438,0.0000,0.6116,3.0544
7 Oct 2020,13.2971,8.5756,14.4890,0.3587,0.0282,110.7408,0.0000,0.6116,3.0569
8 Oct 2020,13.3162,8.5732,14.4841,0.3603,0.0282,110.6846,0.0000,0.6113,3.0581
9 Oct 2020,13.3344,8.5661,14.4825,0.3616,0.0281,110.4417,0.0000,0.6176,3.0553
12 Oct 2020,13.2842,8.5367,14.4754,0.3600,0.0281,110.4151,0.0000,0.6141,3.0539
13 Oct 2020,13.2820,8.5180,14.4357,0.3614,0.0281,110.3617,0.0000,0.6144,3.0484
14 Oct 2020,13.3013,8.5174,14.4229,0.3621,0.0281,110.5246,0.0000,0.6156,3.0546
15 Oct 2020,13.2907,8.5178,14.4357,0.3618,0.0282,110.6875,0.0000,0.6167,3.0507
16 Oct 2020,13.3045,8.5206,14.4178,0.3619,0.0282,110.5572,0.0000,0.6188,3.0522
19 Oct 2020,13.2650,8.5173,14.4060,0.3633,0.0281,110.3794,0.0000,0.6186,3.0488
20 Oct 2020,13.2619,8.5373,14.4369,0.3641,0.0283,110.5660,0.0000,0.6207,3.0551
21 Oct 2020,13.2576,8.5294,14.4511,0.3656,0.0283,110.4594,0.0000,0.6222,3.0555
22 Oct 2020,13.2576,8.5247,14.4376,0.3651,0.0282,110.4653,0.0000,0.6208,3.0526
23 Oct 2020,13.2758,8.5773,14.5118,0.3682,0.0283,110.7586,0.0000,0.6226,3.0623
26 Oct 2020,13.2961,8.5991,14.5473,0.3683,0.0284,110.9985,0.0000,0.6214,3.0597
27 Oct 2020,13.3248,8.6122,14.5503,0.3694,0.0285,111.0282,0.0000,0.6201,3.0611
28 Oct 2020,13.3226,8.5921,14.5158,0.3664,0.0284,110.7615,0.0000,0.6188,3.0519
30 Oct 2020,13.2992,8.5684,14.5119,0.3660,0.0284,110.7082,0.0000,0.6200,3.0404
2 Nov 2020,13.3323,8.5715,14.5482,0.3661,0.0284,110.8415,0.0000,0.6207,3.0401
3 Nov 2020,13.3666,8.5815,14.5195,0.3667,0.0284,110.7349,0.0000,0.6209,3.0487
4 Nov 2020,13.3633,8.5879,14.5224,0.3639,0.0285,111.0252,0.0000,0.6198,3.0476
5 Nov 2020,13.4001,8.5801,14.5364,0.3682,0.0288,110.6490,0.0000,0.6250,3.0591
6 Nov 2020,13.4967,8.5631,14.4577,0.3682,0.0290,110.1157,0.0000,0.6237,3.0633
9 Nov 2020,13.4556,8.5264,14.3928,0.3684,0.0292,109.5291,0.0000,0.6242,3.0575
10 Nov 2020,13.5215,8.5306,14.4318,0.3695,0.0293,109.8491,0.0000,0.6242,3.0600
11 Nov 2020,13.6328,8.5325,14.4594,0.3709,0.0293,110.0624,0.0000,0.6235,3.0612
12 Nov 2020,13.6268,8.5252,14.4992,0.3706,0.0291,110.1957,0.0000,0.6235,3.0617
13 Nov 2020,13.6556,8.5454,14.4595,0.3705,0.0291,109.9294,0.0000,0.6236,3.0562
16 Nov 2020,13.6270,8.5362,14.4159,0.3718,0.0291,109.6891,0.0000,0.6258,3.0583
17 Nov 2020,13.5918,8.4972,14.3874,0.3711,0.0291,109.3692,0.0000,0.6260,3.0525
18 Nov 2020,13.4851,8.4675,14.3167,0.3702,0.0290,108.9455,0.0000,0.6238,3.0463
19 Nov 2020,13.4660,8.4712,14.3322,0.3660,0.0289,109.1854,0.0000,0.6212,3.0410
20 Nov 2020,13.4984,8.4758,14.3182,0.3662,0.0288,109.0463,0.0000,0.6226,3.0443
23 Nov 2020,13.4962,8.4769,14.3263,0.3676,0.0289,108.9988,0.0000,0.6226,3.0462
24 Nov 2020,13.4596,8.4804,14.3198,0.3681,0.0288,108.9188,0.0000,0.6212,3.0433
25 Nov 2020,13.4497,8.4788,14.3288,0.3688,0.0289,108.8921,0.0000,0.6206,3.0412
26 Nov 2020,13.4092,8.4553,14.2527,0.3674,0.0288,108.4389,0.0000,0.6182,3.0348
27 Nov 2020,13.4257,8.4468,14.2562,0.3682,0.0288,108.4655,0.0000,0.6180,3.0401
30 Nov 2020,13.4467,8.4669,14.2662,0.3681,0.0288,108.5989,0.0000,0.6190,3.0452
1 Dec 2020,13.4655,8.4714,14.2707,0.3678,0.0288,108.6730,0.0000,0.6204,3.0416
2 Dec 2020,13.4800,8.4755,14.2852,0.3694,0.0288,108.6435,0.0000,0.6205,3.0406
3 Dec 2020,13.4724,8.4656,14.3426,0.3720,0.0287,108.5073,0.0000,0.6203,3.0425
4 Dec 2020,13.4549,8.4436,14.3671,0.3743,0.0287,108.1845,0.0000,0.6210,3.0436
7 Dec 2020,13.4803,8.4421,14.3756,0.3743,0.0288,108.4186,0.0000,0.6220,3.0378
8 Dec 2020,13.5171,8.4524,14.4137,0.3753,0.0288,108.4899,0.0000,0.6238,3.0457
9 Dec 2020,13.5085,8.4489,14.3874,0.3743,0.0287,108.2767,0.0000,0.6207,3.0397
10 Dec 2020,13.4885,8.4386,14.3702,0.3724,0.0287,108.1225,0.0000,0.6196,3.0309
11 Dec 2020,13.4736,8.4205,14.3798,0.3709,0.0288,108.0083,0.0000,0.6191,3.0298
14 Dec 2020,13.4607,8.4255,14.3928,0.3713,0.0287,107.9979,0.0000,0.6192,3.0370
15 Dec 2020,13.4840,8.4377,14.4188,0.3705,0.0287,108.1225,0.0000,0.6195,3.0387
16 Dec 2020,13.4875,8.4332,14.3892,0.3716,0.0286,108.0368,0.0000,0.6208,3.0487
17 Dec 2020,13.4985,8.3890,14.3258,0.3687,0.0285,107.4741,0.0000,0.6174,3.0423
18 Dec 2020,13.5302,8.3782,14.3192,0.3672,0.0285,107.4741,0.0000,0.6164,3.0389
21 Dec 2020,13.4742,8.4231,14.3668,0.3668,0.0286,107.9244,0.0000,0.6182,3.0327
22 Dec 2020,13.4493,8.4404,14.3951,0.3666,0.0285,108.1910,0.0000,0.6198,3.0407
23 Dec 2020,13.4626,8.4481,14.4212,0.3670,0.0285,108.2385,0.0000,0.6212,3.0449
24 Dec 2020,13.4839,8.4495,14.4376,0.3681,0.0285,108.2003,0.0000,0.6218,3.0556
28 Dec 2020,13.4173,8.4246,14.3914,0.3691,0.0286,107.8661,0.0000,0.6187,3.0477
29 Dec 2020,13.4709,8.4228,14.4016,0.3699,0.0286,107.8661,0.0000,0.6199,3.0484
30 Dec 2020,13.4377,8.3919,14.3549,0.3711,0.0287,107.5131,0.0000,0.6181,3.0422
31 Dec 2020,13.4012,8.3541,14.2872,0.3693,0.0286,107.0182,0.0000,0.6137,3.0380
4 Jan 2021,13.4126,8.3411,14.2522,0.3698,0.0288,106.7573,0.0000,0.6199,3.0415
5 Jan 2021,13.3722,8.3356,14.3081,0.3679,0.0288,106.8696,0.0000,0.6201,3.0392
6 Jan 2021,13.4047,8.3361,14.3107,0.3687,0.0288,106.8401,0.0000,0.6206,3.0419
7 Jan 2021,13.4179,8.3550,14.3577,0.3691,0.0289,107.1571,0.0000,0.6222,3.0468
8 Jan 2021,13.4021,8.3779,14.3857,0.3689,0.0287,107.4122,0.0000,0.6227,3.0381
11 Jan 2021,13.4130,8.3988,14.4013,0.3683,0.0285,107.6845,0.0000,0.6238,3.0387
12 Jan 2021,13.4649,8.4499,14.4891,0.3694,0.0287,108.2414,0.0000,0.6279,3.0532
13 Jan 2021,13.4632,8.4086,14.4269,0.3686,0.0287,107.7616,0.0000,0.6251,3.0520
14 Jan 2021,13.4600,8.4020,14.4055,0.3680,0.0287,107.6312,0.0000,0.6245,3.0441
15 Jan 2021,13.4260,8.3877,14.4012,0.3667,0.0288,107.5408,0.0000,0.6231,3.0378
18 Jan 2021,13.4440,8.4198,14.4324,0.3656,0.0288,107.9093,0.0000,0.6232,3.0352
19 Jan 2021,13.4664,8.4228,14.4396,0.3666,0.0288,107.9093,0.0000,0.6240,3.0425
20 Jan 2021,13.4812,8.4124,14.4243,0.3669,0.0288,107.7760,0.0000,0.6251,3.0479
21 Jan 2021,13.4401,8.3789,14.3986,0.3661,0.0287,107.3732,0.0000,0.6231,3.0421
22 Jan 2021,13.4757,8.4027,14.4368,0.3655,0.0288,107.6960,0.0000,0.6239,3.0468
25 Jan 2021,13.4667,8.3992,14.4286,0.3664,0.0288,107.6960,0.0000,0.6237,3.0452
26 Jan 2021,13.4867,8.4169,14.4340,0.3658,0.0287,107.8588,0.0000,0.6251,3.0462
27 Jan 2021,13.4857,8.4037,14.4362,0.3660,0.0287,107.7817,0.0000,0.6252,3.0499
29 Jan 2021,13.4947,8.4089,14.4558,0.3619,0.0288,107.7846,0.0000,0.6269,3.0396
2 Feb 2021,13.4845,8.4241,14.4454,0.3623,0.0288,107.8141,0.0000,0.6266,3.0374
3 Feb 2021,13.4765,8.4269,14.4706,0.3630,0.0289,107.8884,0.0000,0.6265,3.0356
4 Feb 2021,13.4942,8.4291,14.5003,0.3627,0.0289,108.1016,0.0000,0.6274,3.0370
5 Feb 2021,13.5194,8.4583,14.5286,0.3623,0.0290,108.4453,0.0000,0.6284,3.0429
8 Feb 2021,13.5163,8.4505,14.4931,0.3624,0.0290,108.3120,0.0000,0.6292,3.0409
9 Feb 2021,13.5023,8.4246,14.4587,0.3631,0.0289,107.9121,0.0000,0.6287,3.0470
10 Feb 2021,13.4916,8.3972,14.4051,0.3653,0.0288,107.5418,0.0000,0.6272,3.0466
11 Feb 2021,13.5179,8.4072,14.4170,0.3652,0.0289,107.7179,0.0000,0.6253,3.0504
15 Feb 2021,13.4895,8.4079,14.3882,0.3655,0.0290,107.4913,0.0000,0.6239,3.0476
16 Feb 2021,13.4761,8.3624,14.3754,0.3656,0.0289,107.3876,0.0000,0.6233,3.0446
17 Feb 2021,13.4567,8.3421,14.4225,0.3649,0.0288,107.6304,0.0000,0.6247,3.0404
18 Feb 2021,13.4622,8.3256,14.4575,0.3650,0.0288,107.7132,0.0000,0.6247,3.0435
19 Feb 2021,13.4712,8.3390,14.4678,0.3662,0.0287,107.7161,0.0000,0.6257,3.0514
22 Feb 2021,13.4565,8.3036,14.4739,0.3626,0.0286,107.7961,0.0000,0.6251,3.0506
23 Feb 2021,13.4610,8.2977,14.5047,0.3635,0.0287,107.7428,0.0000,0.6254,3.0597
24 Feb 2021,13.4376,8.3052,14.4871,0.3646,0.0287,107.6628,0.0000,0.6261,3.0596
25 Feb 2021,13.4075,8.3015,14.5117,0.3639,0.0287,107.6361,0.0000,0.6259,3.0648
26 Feb 2021,13.4229,8.3237,14.5314,0.3605,0.0283,107.9027,0.0000,0.6265,3.0493
1 Mar 2021,13.3884,8.3433,14.5440,0.3620,0.0284,108.0865,0.0000,0.6274,3.0442
2 Mar 2021,13.3647,8.3612,14.5412,0.3604,0.0282,108.0674,0.0000,0.6264,3.0400
3 Mar 2021,13.3498,8.3467,14.5674,0.3606,0.0284,107.9445,0.0000,0.6262,3.0434
4 Mar 2021,13.3635,8.3443,14.5594,0.3605,0.0284,108.0739,0.0000,0.6267,3.0425
5 Mar 2021,13.3486,8.3573,14.5695,0.3603,0.0284,108.4870,0.0000,0.6282,3.0364
8 Mar 2021,13.3117,8.4301,14.5344,0.3616,0.0285,109.2838,0.0000,0.6281,3.0404
9 Mar 2021,13.3647,8.4627,14.5288,0.3613,0.0286,109.6836,0.0000,0.6316,3.0586
10 Mar 2021,13.4060,8.4847,14.5485,0.3611,0.0286,109.8553,0.0000,0.6334,3.0603
11 Mar 2021,13.4336,8.4745,14.5586,0.3632,0.0285,109.5233,0.0000,0.6325,3.0652
12 Mar 2021,13.3702,8.4816,14.5850,0.3617,0.0286,109.6862,0.0000,0.6324,3.0553
15 Mar 2021,13.3876,8.4799,14.5654,0.3628,0.0285,109.6862,0.0000,0.6329,3.0590
16 Mar 2021,13.3756,8.4508,14.5372,0.3632,0.0285,109.6625,0.0000,0.6326,3.0546
17 Mar 2021,13.3734,8.4553,14.5661,0.3649,0.0285,109.8254,0.0000,0.6335,3.0581
18 Mar 2021,13.3377,8.4427,14.4901,0.3651,0.0285,109.6387,0.0000,0.6321,3.0625
19 Mar 2021,13.3268,8.4533,14.4688,0.3638,0.0285,109.5795,0.0000,0.6320,3.0621
22 Mar 2021,13.2881,8.4603,14.4647,0.3643,0.0285,109.5825,0.0000,0.6314,3.0633
23 Mar 2021,13.2967,8.4689,14.4689,0.3648,0.0286,109.8016,0.0000,0.6326,3.0702
24 Mar 2021,13.2990,8.4834,14.4796,0.3648,0.0286,110.0712,0.0000,0.6329,3.0666
25 Mar 2021,13.3108,8.5179,14.4719,0.3652,0.0287,110.4149,0.0000,0.6336,3.0742
26 Mar 2021,13.3376,8.5452,14.4764,0.3669,0.0287,110.4949,0.0000,0.6336,3.0769
29 Mar 2021,13.2714,8.5420,14.5058,0.3655,0.0287,110.4416,0.0000,0.6309,3.0734
30 Mar 2021,13.2752,8.5466,14.5521,0.3658,0.0286,110.6119,0.0000,0.6318,3.0791
31 Mar 2021,13.2354,8.5285,14.5444,0.3671,0.0285,110.4919,0.0000,0.6322,3.0820
1 Apr 2021,13.2322,8.5335,14.5246,0.3660,0.0285,110.4653,0.0000,0.6302,3.0755
2 Apr 2021,13.2257,8.5159,14.5178,0.3666,0.0285,110.3024,0.0000,0.6304,3.0779
5 Apr 2021,13.1815,8.5086,14.5131,0.3668,0.0285,110.3586,0.0000,0.6300,3.0773
6 Apr 2021,13.1455,8.4959,14.4837,0.3684,0.0285,110.0920,0.0000,0.6303,3.0793
7 Apr 2021,13.1844,8.4898,14.5278,0.3697,0.0285,110.1720,0.0000,0.6314,3.0836
8 Apr 2021,13.1509,8.5044,14.5323,0.3703,0.0284,110.2253,0.0000,0.6310,3.0832
9 Apr 2021,13.1499,8.5146,14.5191,0.3690,0.0284,110.2045,0.0000,0.6299,3.0795
12 Apr 2021,13.1008,8.5021,14.5089,0.3673,0.0283,110.1779,0.0000,0.6307,3.0797
13 Apr 2021,13.1196,8.5167,14.5144,0.3680,0.0283,110.2312,0.0000,0.6313,3.0807
14 Apr 2021,13.0911,8.5210,14.5047,0.3706,0.0282,109.9883,0.0000,0.6317,3.0857
15 Apr 2021,13.0879,8.5119,14.5519,0.3698,0.0282,109.9587,0.0000,0.6316,3.0901
16 Apr 2021,13.1831,8.5342,14.5564,0.3701,0.0283,109.9824,0.0000,0.6324,3.0920
19 Apr 2021,13.1978,8.5256,14.6439,0.3697,0.0283,109.9291,0.0000,0.6334,3.0972
20 Apr 2021,13.1658,8.5173,14.6344,0.3695,0.0284,109.6654,0.0000,0.6332,3.0971
21 Apr 2021,13.1360,8.4978,14.6241,0.3676,0.0283,109.7350,0.0000,0.6333,3.0932
22 Apr 2021,13.1158,8.4896,14.6224,0.3673,0.0283,109.6016,0.0000,0.6331,3.0943
23 Apr 2021,13.0671,8.4873,14.6141,0.3677,0.0283,109.5083,0.0000,0.6325,3.0922
26 Apr 2021,13.0334,8.4708,14.6833,0.3688,0.0283,109.2979,0.0000,0.6318,3.0927
27 Apr 2021,13.0414,8.4538,14.6690,0.3680,0.0283,109.1913,0.0000,0.6313,3.0861
28 Apr 2021,13.0625,8.4498,14.6902,0.3683,0.0283,109.2979,0.0000,0.6322,3.0899
30 Apr 2021,13.1376,8.4853,14.6790,0.3678,0.0283,109.1884,0.0000,0.6331,3.0834
3 May 2021,13.1675,8.5372,14.6756,0.3655,0.0284,109.4017,0.0000,0.6338,3.0796
4 May 2021,13.2221,8.5726,14.7343,0.3663,0.0285,109.8549,0.0000,0.6364,3.0841
5 May 2021,13.2294,8.5682,14.7162,0.3657,0.0285,109.7545,0.0000,0.6359,3.0791
6 May 2021,13.1892,8.5830,14.7302,0.3662,0.0288,109.8283,0.0000,0.6361,3.0824
7 May 2021,13.1731,8.5804,14.7465,0.3668,0.0288,109.5883,0.0000,0.6367,3.0867
10 May 2021,13.1951,8.5825,14.7832,0.3685,0.0289,109.4550,0.0000,0.6400,3.0995
11 May 2021,13.2315,8.6052,14.7570,0.3681,0.0290,109.7216,0.0000,0.6409,3.1019
12 May 2021,13.2212,8.6297,14.7374,0.3665,0.0290,109.9883,0.0000,0.6403,3.1052
17 May 2021,13.1288,8.6290,14.6882,0.3637,0.0289,110.0949,0.0000,0.6411,3.0903
18 May 2021,13.1065,8.6216,14.7726,0.3651,0.0289,109.9083,0.0000,0.6417,3.1006
19 May 2021,13.1373,8.6356,14.7845,0.3659,0.0289,110.2016,0.0000,0.6421,3.1043
20 May 2021,13.1985,8.6403,14.8054,0.3659,0.0288,110.4712,0.0000,0.6435,3.1073
21 May 2021,13.1847,8.6376,14.8042,0.3667,0.0288,110.3912,0.0000,0.6436,3.1086
24 May 2021,13.2100,8.5946,14.8175,0.3672,0.0288,110.3912,0.0000,0.6437,3.1104
25 May 2021,13.1941,8.5978,14.8383,0.3686,0.0289,110.3645,0.0000,0.6462,3.1221
27 May 2021,13.2299,8.6026,14.8797,0.3701,0.0290,110.3112,0.0000,0.6484,3.1232
28 May 2021,13.2139,8.6335,14.9175,0.3706,0.0289,110.1779,0.0000,0.6492,3.1223
31 May 2021,13.2064,8.6538,14.9806,0.3723,0.0289,110.0416,0.0000,0.6484,3.1220
1 Jun 2021,13.2403,8.6393,14.9545,0.3728,0.0289,110.0416,0.0000,0.6473,3.1211
2 Jun 2021,13.2397,8.6235,14.9091,0.3706,0.0289,110.0016,0.0000,0.6460,3.1150
3 Jun 2021,13.2221,8.6174,14.8908,0.3698,0.0288,109.8549,0.0000,0.6446,3.1106
4 Jun 2021,13.2032,8.6445,14.8862,0.3696,0.0289,110.0149,0.0000,0.6436,3.1055
8 Jun 2021,13.1945,8.6331,14.8600,0.3691,0.0289,109.7987,0.0000,0.6440,3.1110
9 Jun 2021,13.2050,8.6253,14.8447,0.3696,0.0289,109.7454,0.0000,0.6442,3.1102
10 Jun 2021,13.2082,8.6112,14.8693,0.3690,0.0289,109.7720,0.0000,0.6441,3.1065
11 Jun 2021,13.2218,8.6067,14.8491,0.3692,0.0290,109.5116,0.0000,0.6428,3.1051
14 Jun 2021,13.2081,8.5902,14.8613,0.3676,0.0290,109.6683,0.0000,0.6426,3.0988
15 Jun 2021,13.2103,8.5587,14.8755,0.3681,0.0289,109.7216,0.0000,0.6427,3.1019
16 Jun 2021,13.1944,8.5566,14.8735,0.3680,0.0289,109.6979,0.0000,0.6431,3.1021
17 Jun 2021,13.1678,8.5384,14.8820,0.3654,0.0288,110.2845,0.0000,0.6429,3.0884
18 Jun 2021,13.1679,8.5502,14.9071,0.3663,0.0288,110.3912,0.0000,0.6426,3.0852
21 Jun 2021,13.1084,8.5094,14.8432,0.3659,0.0287,110.5912,0.0000,0.6410,3.0825
22 Jun 2021,13.0886,8.5260,14.8258,0.3659,0.0288,110.7437,0.0000,0.6416,3.0827
23 Jun 2021,13.0676,8.5363,14.8725,0.3661,0.0288,111.0341,0.0000,0.6424,3.0934
24 Jun 2021,13.0562,8.5441,14.8581,0.3671,0.0288,110.9511,0.0000,0.6428,3.0939
25 Jun 2021,13.0768,8.5660,14.8891,0.3683,0.0288,110.7778,0.0000,0.6435,3.0960
28 Jun 2021,12.9649,8.5101,14.8455,0.3660,0.0287,110.4149,0.0000,0.6411,3.0836
29 Jun 2021,12.9544,8.5262,14.8573,0.3666,0.0286,110.5986,0.0000,0.6421,3.0847
30 Jun 2021,12.9404,8.4850,14.8762,0.3674,0.0286,110.6519,0.0000,0.6424,3.0857
1 Jul 2021,12.9560,8.4417,14.8845,0.3666,0.0286,110.7823,0.0000,0.6426,3.0858
2 Jul 2021,12.9114,8.4405,14.8691,0.3664,0.0286,110.9689,0.0000,0.6421,3.0795
5 Jul 2021,12.9318,8.4383,14.8946,0.3675,0.0287,110.7587,0.0000,0.6429,3.0881
6 Jul 2021,12.9104,8.3558,14.8482,0.3666,0.0287,110.7052,0.0000,0.6424,3.0879
7 Jul 2021,12.8793,8.3551,14.8587,0.3656,0.0287,110.9126,0.0000,0.6436,3.0858
8 Jul 2021,12.8774,8.3700,14.9067,0.3637,0.0288,111.4429,0.0000,0.6449,3.0908
9 Jul 2021,12.8664,8.3676,14.9326,0.3647,0.0288,111.6532,0.0000,0.6456,3.0912
12 Jul 2021,12.8418,8.3513,14.9452,0.3652,0.0289,111.6799,0.0000,0.6470,3.1000
13 Jul 2021,12.8536,8.3881,14.9591,0.3660,0.0290,111.6858,0.0000,0.6479,3.0984
14 Jul 2021,12.8488,8.3413,14.9814,0.3651,0.0290,111.9524,0.0000,0.6487,3.0966
15 Jul 2021,12.8497,8.3659,15.0417,0.3676,0.0290,111.9228,0.0000,0.6498,3.1032
16 Jul 2021,12.8380,8.3721,15.0411,0.3688,0.0290,112.1627,0.0000,0.6506,3.1078
19 Jul 2021,12.8484,8.3356,15.0345,0.3667,0.0291,112.5627,0.0000,0.6508,3.1021
21 Jul 2021,12.8728,8.4146,15.0840,0.3664,0.0291,112.7729,0.0000,0.6537,3.0941
22 Jul 2021,12.8437,8.4207,15.0665,0.3674,0.0292,112.5863,0.0000,0.6531,3.1029
23 Jul 2021,12.8326,8.4053,15.0617,0.3672,0.0291,112.6233,0.0000,0.6525,3.1067
26 Jul 2021,12.8316,8.3972,15.0532,0.3658,0.0292,112.7226,0.0000,0.6522,3.1079
27 Jul 2021,12.8260,8.3895,15.0657,0.3666,0.0292,112.7820,0.0000,0.6508,3.1096
28 Jul 2021,12.8405,8.3988,15.1276,0.3669,0.0292,112.8619,0.0000,0.6514,3.1146
29 Jul 2021,12.8680,8.4115,15.1578,0.3692,0.0292,112.8086,0.0000,0.6550,3.1239
30 Jul 2021,12.8385,8.4383,15.0903,0.3678,0.0292,112.5153,0.0000,0.6536,3.1211
2 Aug 2021,12.8101,8.4622,15.1147,0.3671,0.0293,112.6147,0.0000,0.6536,3.1234
3 Aug 2021,12.7732,8.4924,15.1159,0.3674,0.0294,112.4977,0.0000,0.6526,3.1226
4 Aug 2021,12.7454,8.4773,15.1842,0.3691,0.0295,112.5243,0.0000,0.6530,3.1273
5 Aug 2021,12.6928,8.3711,15.1757,0.3687,0.0294,112.3643,0.0000,0.6522,3.1192
6 Aug 2021,12.6265,8.3502,15.1589,0.3686,0.0294,112.4147,0.0000,0.6519,3.1197
9 Aug 2021,12.6292,8.3786,15.1870,0.3688,0.0294,112.7080,0.0000,0.6525,3.1161
11 Aug 2021,12.6962,8.4004,15.2156,0.3659,0.0295,113.0013,0.0000,0.6534,3.1150
12 Aug 2021,12.6829,8.3882,15.2194,0.3639,0.0294,112.8146,0.0000,0.6535,3.1181
13 Aug 2021,12.6978,8.3798,15.2144,0.3624,0.0294,112.9449,0.0000,0.6535,3.1186
16 Aug 2021,12.6577,8.3577,15.2122,0.3637,0.0295,112.8886,0.0000,0.6539,3.1231
17 Aug 2021,12.7267,8.3854,15.2020,0.3608,0.0295,112.9953,0.0000,0.6539,3.1189
18 Aug 2021,12.7117,8.3872,15.1971,0.3616,0.0294,112.8650,0.0000,0.6531,3.1118
19 Aug 2021,12.6908,8.3753,15.1202,0.3602,0.0294,113.0516,0.0000,0.6527,3.1067
20 Aug 2021,12.6986,8.4118,15.1036,0.3580,0.0293,112.9716,0.0000,0.6520,3.1065
23 Aug 2021,12.6565,8.4133,15.1020,0.3606,0.0293,112.6813,0.0000,0.6512,3.1094
24 Aug 2021,12.7727,8.3931,15.0509,0.3610,0.0293,112.3880,0.0000,0.6506,3.1054
25 Aug 2021,12.8651,8.4444,15.0745,0.3605,0.0292,112.1747,0.0000,0.6498,3.1087
26 Aug 2021,12.8109,8.3693,15.0007,0.3581,0.0291,111.7954,0.0000,0.6466,3.0974
27 Aug 2021,12.8270,8.3735,14.9903,0.3580,0.0290,111.6621,0.0000,0.6463,3.0986
30 Aug 2021,12.8065,8.3474,14.9834,0.3568,0.0289,110.8326,0.0000,0.6427,3.0875
1 Sep 2021,12.8221,8.2884,14.9577,0.3581,0.0291,110.6460,0.0000,0.6420,3.0818
2 Sep 2021,12.8072,8.3399,15.0135,0.3589,0.0291,110.8623,0.0000,0.6435,3.0926
3 Sep 2021,12.6914,8.3149,14.9828,0.3583,0.0291,110.5157,0.0000,0.6420,3.0882
6 Sep 2021,12.7774,8.3016,15.0323,0.3584,0.0291,110.5186,0.0000,0.6421,3.0882
7 Sep 2021,12.7267,8.2881,15.0366,0.3577,0.0292,110.7556,0.0000,0.6428,3.0915
8 Sep 2021,12.6754,8.2818,14.9832,0.3561,0.0291,110.7793,0.0000,0.6432,3.0865
9 Sep 2021,12.6750,8.3053,14.9745,0.3546,0.0291,110.5394,0.0000,0.6421,3.0851
10 Sep 2021,12.6601,8.2902,14.9674,0.3543,0.0291,110.1394,0.0000,0.6417,3.0854
13 Sep 2021,12.6079,8.3010,14.9650,0.3531,0.0291,110.5897,0.0000,0.6427,3.0884
14 Sep 2021,12.6154,8.3176,14.9955,0.3545,0.0291,110.7230,0.0000,0.6444,3.0933
15 Sep 2021,12.6498,8.3612,15.0353,0.3560,0.0292,110.8564,0.0000,0.6461,3.0995
